,model,ndcg,metric,hybrid
36164,BAAI/bge-m3,0.8154648767857287,l2,yes
36165,BAAI/bge-m3,0.8154648767857287,cosine,yes
36166,BAAI/bge-m3,0.8154648767857287,ip,yes
36167,BAAI/bge-m3,0.8154648767857287,l2,yes
36168,BAAI/bge-m3,1.0,cosine,yes
36169,BAAI/bge-m3,1.0,ip,yes
36170,BAAI/bge-m3,1.0,l2,yes
36171,BAAI/bge-m3,0.5,cosine,yes
36172,BAAI/bge-m3,0.5,ip,yes
36173,BAAI/bge-m3,0.5,l2,yes
36174,BAAI/bge-m3,1.0,cosine,yes
36175,BAAI/bge-m3,1.0,ip,yes
36176,BAAI/bge-m3,1.0,l2,yes
36177,BAAI/bge-m3,1.0,cosine,yes
36178,BAAI/bge-m3,1.0,ip,yes
36179,BAAI/bge-m3,1.0,l2,yes
36180,BAAI/bge-m3,0.35620718710802235,cosine,yes
36181,BAAI/bge-m3,0.35620718710802235,ip,yes
36182,BAAI/bge-m3,0.35620718710802235,l2,yes
36183,BAAI/bge-m3,0.6309297535714573,cosine,yes
36184,BAAI/bge-m3,0.6309297535714573,ip,yes
36185,BAAI/bge-m3,0.6309297535714573,l2,yes
36186,BAAI/bge-m3,0.8154648767857287,cosine,yes
36187,BAAI/bge-m3,0.8154648767857287,ip,yes
36188,BAAI/bge-m3,0.8154648767857287,l2,yes
36189,BAAI/bge-m3,0.8154648767857287,cosine,yes
36190,BAAI/bge-m3,0.8154648767857287,ip,yes
36191,BAAI/bge-m3,0.8154648767857287,l2,yes
36192,BAAI/bge-m3,0.8154648767857287,cosine,yes
36193,BAAI/bge-m3,0.8154648767857287,ip,yes
36194,BAAI/bge-m3,0.8154648767857287,l2,yes
36195,BAAI/bge-m3,1.0,cosine,yes
36196,BAAI/bge-m3,1.0,ip,yes
36197,BAAI/bge-m3,1.0,l2,yes
36198,BAAI/bge-m3,0.4306765580733929,cosine,yes
36199,BAAI/bge-m3,0.4306765580733929,ip,yes
36200,BAAI/bge-m3,0.4306765580733929,l2,yes
36201,BAAI/bge-m3,0.8154648767857287,cosine,yes
36202,BAAI/bge-m3,0.8154648767857287,ip,yes
36203,BAAI/bge-m3,0.8154648767857287,l2,yes
36204,BAAI/bge-m3,0.3333333333333335,cosine,yes
36205,BAAI/bge-m3,0.3333333333333335,ip,yes
36206,BAAI/bge-m3,0.3333333333333335,l2,yes
36207,BAAI/bge-m3,0.7103099178571524,cosine,yes
36208,BAAI/bge-m3,0.7103099178571524,ip,yes
36209,BAAI/bge-m3,0.7103099178571524,l2,yes
36210,BAAI/bge-m3,1.0,cosine,yes
36211,BAAI/bge-m3,1.0,ip,yes
36212,BAAI/bge-m3,1.0,l2,yes
36213,BAAI/bge-m3,1.0,cosine,yes
36214,BAAI/bge-m3,1.0,ip,yes
36215,BAAI/bge-m3,1.0,l2,yes
36216,BAAI/bge-m3,0.8154648767857287,cosine,yes
36217,BAAI/bge-m3,0.8154648767857287,ip,yes
36218,BAAI/bge-m3,0.8154648767857287,l2,yes
36219,BAAI/bge-m3,0.8154648767857287,cosine,yes
36220,BAAI/bge-m3,0.8154648767857287,ip,yes
36221,BAAI/bge-m3,0.8154648767857287,l2,yes
36222,BAAI/bge-m3,1.0,cosine,yes
36223,BAAI/bge-m3,1.0,ip,yes
36224,BAAI/bge-m3,1.0,l2,yes
36225,BAAI/bge-m3,0.8154648767857287,cosine,yes
36226,BAAI/bge-m3,0.8154648767857287,ip,yes
36227,BAAI/bge-m3,0.8154648767857287,l2,yes
36228,BAAI/bge-m3,1.0,cosine,yes
36229,BAAI/bge-m3,1.0,ip,yes
36230,BAAI/bge-m3,1.0,l2,yes
36231,BAAI/bge-m3,0.8154648767857287,cosine,yes
36232,BAAI/bge-m3,0.8154648767857287,ip,yes
36233,BAAI/bge-m3,0.8154648767857287,l2,yes
36234,BAAI/bge-m3,1.0,cosine,yes
36235,BAAI/bge-m3,1.0,ip,yes
36236,BAAI/bge-m3,1.0,l2,yes
36237,BAAI/bge-m3,1.0,cosine,yes
36238,BAAI/bge-m3,1.0,ip,yes
36239,BAAI/bge-m3,1.0,l2,yes
36240,BAAI/bge-m3,0.8154648767857287,cosine,yes
36241,BAAI/bge-m3,0.8154648767857287,ip,yes
36242,BAAI/bge-m3,0.8154648767857287,l2,yes
36243,BAAI/bge-m3,0.35620718710802235,cosine,yes
36244,BAAI/bge-m3,0.35620718710802235,ip,yes
36245,BAAI/bge-m3,0.35620718710802235,l2,yes
36246,BAAI/bge-m3,1.0,cosine,yes
36247,BAAI/bge-m3,1.0,ip,yes
36248,BAAI/bge-m3,1.0,l2,yes
36249,BAAI/bge-m3,1.0,cosine,yes
36250,BAAI/bge-m3,1.0,ip,yes
36251,BAAI/bge-m3,1.0,l2,yes
36252,BAAI/bge-m3,1.0,cosine,yes
36253,BAAI/bge-m3,1.0,ip,yes
36254,BAAI/bge-m3,1.0,l2,yes
36255,BAAI/bge-m3,1.0,cosine,yes
36256,BAAI/bge-m3,1.0,ip,yes
36257,BAAI/bge-m3,1.0,l2,yes
36258,BAAI/bge-m3,0.8154648767857287,cosine,yes
36259,BAAI/bge-m3,0.8154648767857287,ip,yes
36260,BAAI/bge-m3,0.8154648767857287,l2,yes
36261,BAAI/bge-m3,0.6309297535714573,cosine,yes
36262,BAAI/bge-m3,0.6309297535714573,ip,yes
36263,BAAI/bge-m3,0.6309297535714573,l2,yes
36264,BAAI/bge-m3,0.8154648767857287,cosine,yes
36265,BAAI/bge-m3,0.8154648767857287,ip,yes
36266,BAAI/bge-m3,0.8154648767857287,l2,yes
36267,BAAI/bge-m3,1.0,cosine,yes
36268,BAAI/bge-m3,1.0,ip,yes
36269,BAAI/bge-m3,1.0,l2,yes
36270,BAAI/bge-m3,1.0,cosine,yes
36271,BAAI/bge-m3,1.0,ip,yes
36272,BAAI/bge-m3,1.0,l2,yes
36273,BAAI/bge-m3,1.0,cosine,yes
36274,BAAI/bge-m3,1.0,ip,yes
36275,BAAI/bge-m3,1.0,l2,yes
36276,BAAI/bge-m3,0.8154648767857287,cosine,yes
36277,BAAI/bge-m3,0.8154648767857287,ip,yes
36278,BAAI/bge-m3,0.8154648767857287,l2,yes
36279,BAAI/bge-m3,0.6309297535714573,cosine,yes
36280,BAAI/bge-m3,0.6309297535714573,ip,yes
36281,BAAI/bge-m3,0.6309297535714573,l2,yes
36282,BAAI/bge-m3,1.0,cosine,yes
36283,BAAI/bge-m3,1.0,ip,yes
36284,BAAI/bge-m3,1.0,l2,yes
36285,BAAI/bge-m3,1.0,cosine,yes
36286,BAAI/bge-m3,1.0,ip,yes
36287,BAAI/bge-m3,1.0,l2,yes
36288,BAAI/bge-m3,1.0,cosine,yes
36289,BAAI/bge-m3,1.0,ip,yes
36290,BAAI/bge-m3,1.0,l2,yes
36291,BAAI/bge-m3,0.8154648767857287,cosine,yes
36292,BAAI/bge-m3,0.8154648767857287,ip,yes
36293,BAAI/bge-m3,0.8154648767857287,l2,yes
36294,BAAI/bge-m3,0.8154648767857287,cosine,yes
36295,BAAI/bge-m3,0.8154648767857287,ip,yes
36296,BAAI/bge-m3,0.8154648767857287,l2,yes
36297,BAAI/bge-m3,0.6309297535714573,cosine,yes
36298,BAAI/bge-m3,0.6309297535714573,ip,yes
36299,BAAI/bge-m3,0.6309297535714573,l2,yes
36300,BAAI/bge-m3,1.0,cosine,yes
36301,BAAI/bge-m3,1.0,ip,yes
36302,BAAI/bge-m3,1.0,l2,yes
36303,BAAI/bge-m3,0.52053543721495,cosine,yes
36304,BAAI/bge-m3,0.52053543721495,ip,yes
36305,BAAI/bge-m3,0.52053543721495,l2,yes
36306,BAAI/bge-m3,1.0,cosine,yes
36307,BAAI/bge-m3,1.0,ip,yes
36308,BAAI/bge-m3,1.0,l2,yes
36309,BAAI/bge-m3,0.8154648767857287,cosine,yes
36310,BAAI/bge-m3,0.8154648767857287,ip,yes
36311,BAAI/bge-m3,0.8154648767857287,l2,yes
36312,BAAI/bge-m3,1.0,cosine,yes
36313,BAAI/bge-m3,1.0,ip,yes
36314,BAAI/bge-m3,1.0,l2,yes
36315,BAAI/bge-m3,1.0,cosine,yes
36316,BAAI/bge-m3,1.0,ip,yes
36317,BAAI/bge-m3,1.0,l2,yes
36318,BAAI/bge-m3,1.0,cosine,yes
36319,BAAI/bge-m3,1.0,ip,yes
36320,BAAI/bge-m3,1.0,l2,yes
36321,BAAI/bge-m3,1.0,cosine,yes
36322,BAAI/bge-m3,1.0,ip,yes
36323,BAAI/bge-m3,1.0,l2,yes
36324,BAAI/bge-m3,1.0,cosine,yes
36325,BAAI/bge-m3,1.0,ip,yes
36326,BAAI/bge-m3,1.0,l2,yes
36327,BAAI/bge-m3,1.0,cosine,yes
36328,BAAI/bge-m3,1.0,ip,yes
36329,BAAI/bge-m3,1.0,l2,yes
36330,BAAI/bge-m3,0.5654648767857287,cosine,yes
36331,BAAI/bge-m3,0.5654648767857287,ip,yes
36332,BAAI/bge-m3,0.5654648767857287,l2,yes
36333,BAAI/bge-m3,1.0,cosine,yes
36334,BAAI/bge-m3,1.0,ip,yes
36335,BAAI/bge-m3,1.0,l2,yes
36336,BAAI/bge-m3,0.5654648767857287,cosine,yes
36337,BAAI/bge-m3,0.5654648767857287,ip,yes
36338,BAAI/bge-m3,0.5654648767857287,l2,yes
36339,BAAI/bge-m3,0.8154648767857287,cosine,yes
36340,BAAI/bge-m3,0.8154648767857287,ip,yes
36341,BAAI/bge-m3,0.8154648767857287,l2,yes
36342,BAAI/bge-m3,1.0,cosine,yes
36343,BAAI/bge-m3,1.0,ip,yes
36344,BAAI/bge-m3,1.0,l2,yes
36345,BAAI/bge-m3,0.8154648767857287,cosine,yes
36346,BAAI/bge-m3,0.8154648767857287,ip,yes
36347,BAAI/bge-m3,0.8154648767857287,l2,yes
36348,BAAI/bge-m3,0.5,cosine,yes
36349,BAAI/bge-m3,0.5,ip,yes
36350,BAAI/bge-m3,0.5,l2,yes
36351,BAAI/bge-m3,1.0,cosine,yes
36352,BAAI/bge-m3,1.0,ip,yes
36353,BAAI/bge-m3,1.0,l2,yes
36354,BAAI/bge-m3,1.0,cosine,yes
36355,BAAI/bge-m3,1.0,ip,yes
36356,BAAI/bge-m3,1.0,l2,yes
36357,BAAI/bge-m3,1.0,cosine,yes
36358,BAAI/bge-m3,1.0,ip,yes
36359,BAAI/bge-m3,1.0,l2,yes
36360,BAAI/bge-m3,0.8154648767857287,cosine,yes
36361,BAAI/bge-m3,0.8154648767857287,ip,yes
36362,BAAI/bge-m3,0.8154648767857287,l2,yes
36363,BAAI/bge-m3,0.7103099178571524,cosine,yes
36364,BAAI/bge-m3,0.7103099178571524,ip,yes
36365,BAAI/bge-m3,0.7103099178571524,l2,yes
36366,BAAI/bge-m3,0.8154648767857287,cosine,yes
36367,BAAI/bge-m3,0.8154648767857287,ip,yes
36368,BAAI/bge-m3,0.8154648767857287,l2,yes
36369,BAAI/bge-m3,0.38685280723454163,cosine,yes
36370,BAAI/bge-m3,0.38685280723454163,ip,yes
36371,BAAI/bge-m3,0.38685280723454163,l2,yes
36372,BAAI/bge-m3,0.8154648767857287,cosine,yes
36373,BAAI/bge-m3,0.8154648767857287,ip,yes
36374,BAAI/bge-m3,0.8154648767857287,l2,yes
36375,BAAI/bge-m3,1.0,cosine,yes
36376,BAAI/bge-m3,1.0,ip,yes
36377,BAAI/bge-m3,1.0,l2,yes
36378,BAAI/bge-m3,1.0,cosine,yes
36379,BAAI/bge-m3,1.0,ip,yes
36380,BAAI/bge-m3,1.0,l2,yes
36381,BAAI/bge-m3,0.8154648767857287,cosine,yes
36382,BAAI/bge-m3,0.8154648767857287,ip,yes
36383,BAAI/bge-m3,0.8154648767857287,l2,yes
36384,BAAI/bge-m3,1.0,cosine,yes
36385,BAAI/bge-m3,1.0,ip,yes
36386,BAAI/bge-m3,1.0,l2,yes
36387,BAAI/bge-m3,1.0,cosine,yes
36388,BAAI/bge-m3,1.0,ip,yes
36389,BAAI/bge-m3,1.0,l2,yes
36390,BAAI/bge-m3,1.0,cosine,yes
36391,BAAI/bge-m3,1.0,ip,yes
36392,BAAI/bge-m3,1.0,l2,yes
36393,BAAI/bge-m3,1.0,cosine,yes
36394,BAAI/bge-m3,1.0,ip,yes
36395,BAAI/bge-m3,1.0,l2,yes
36396,BAAI/bge-m3,1.0,cosine,yes
36397,BAAI/bge-m3,1.0,ip,yes
36398,BAAI/bge-m3,1.0,l2,yes
36399,BAAI/bge-m3,0.7103099178571524,cosine,yes
36400,BAAI/bge-m3,0.7103099178571524,ip,yes
36401,BAAI/bge-m3,0.7103099178571524,l2,yes
36402,BAAI/bge-m3,1.0,cosine,yes
36403,BAAI/bge-m3,1.0,ip,yes
36404,BAAI/bge-m3,1.0,l2,yes
36405,BAAI/bge-m3,1.0,cosine,yes
36406,BAAI/bge-m3,1.0,ip,yes
36407,BAAI/bge-m3,1.0,l2,yes
36408,BAAI/bge-m3,0.8154648767857287,cosine,yes
36409,BAAI/bge-m3,0.8154648767857287,ip,yes
36410,BAAI/bge-m3,0.8154648767857287,l2,yes
36411,BAAI/bge-m3,0.6309297535714573,cosine,yes
36412,BAAI/bge-m3,0.6309297535714573,ip,yes
36413,BAAI/bge-m3,0.6309297535714573,l2,yes
36414,BAAI/bge-m3,1.0,cosine,yes
36415,BAAI/bge-m3,1.0,ip,yes
36416,BAAI/bge-m3,1.0,l2,yes
36417,BAAI/bge-m3,1.0,cosine,yes
36418,BAAI/bge-m3,1.0,ip,yes
36419,BAAI/bge-m3,1.0,l2,yes
36420,BAAI/bge-m3,1.0,cosine,yes
36421,BAAI/bge-m3,1.0,ip,yes
36422,BAAI/bge-m3,1.0,l2,yes
36423,BAAI/bge-m3,1.0,cosine,yes
36424,BAAI/bge-m3,1.0,ip,yes
36425,BAAI/bge-m3,1.0,l2,yes
36426,BAAI/bge-m3,1.0,cosine,yes
36427,BAAI/bge-m3,1.0,ip,yes
36428,BAAI/bge-m3,1.0,l2,yes
36429,BAAI/bge-m3,0.8154648767857287,cosine,yes
36430,BAAI/bge-m3,0.8154648767857287,ip,yes
36431,BAAI/bge-m3,0.8154648767857287,l2,yes
36432,BAAI/bge-m3,1.0,cosine,yes
36433,BAAI/bge-m3,1.0,ip,yes
36434,BAAI/bge-m3,1.0,l2,yes
36435,BAAI/bge-m3,0.5,cosine,yes
36436,BAAI/bge-m3,0.5,ip,yes
36437,BAAI/bge-m3,0.5,l2,yes
36438,BAAI/bge-m3,1.0,cosine,yes
36439,BAAI/bge-m3,1.0,ip,yes
36440,BAAI/bge-m3,1.0,l2,yes
36441,BAAI/bge-m3,0.7103099178571524,cosine,yes
36442,BAAI/bge-m3,0.7103099178571524,ip,yes
36443,BAAI/bge-m3,0.7103099178571524,l2,yes
36444,BAAI/bge-m3,0.8154648767857287,cosine,yes
36445,BAAI/bge-m3,0.8154648767857287,ip,yes
36446,BAAI/bge-m3,0.8154648767857287,l2,yes
36447,BAAI/bge-m3,1.0,cosine,yes
36448,BAAI/bge-m3,1.0,ip,yes
36449,BAAI/bge-m3,1.0,l2,yes
36450,BAAI/bge-m3,0.8154648767857287,cosine,yes
36451,BAAI/bge-m3,0.8154648767857287,ip,yes
36452,BAAI/bge-m3,0.8154648767857287,l2,yes
36453,BAAI/bge-m3,1.0,cosine,yes
36454,BAAI/bge-m3,1.0,ip,yes
36455,BAAI/bge-m3,1.0,l2,yes
36456,BAAI/bge-m3,1.0,cosine,yes
36457,BAAI/bge-m3,1.0,ip,yes
36458,BAAI/bge-m3,1.0,l2,yes
36459,BAAI/bge-m3,1.0,cosine,yes
36460,BAAI/bge-m3,1.0,ip,yes
36461,BAAI/bge-m3,1.0,l2,yes
36462,BAAI/bge-m3,1.0,cosine,yes
36463,BAAI/bge-m3,1.0,ip,yes
36464,BAAI/bge-m3,1.0,l2,yes
36465,BAAI/bge-m3,1.0,cosine,yes
36466,BAAI/bge-m3,1.0,ip,yes
36467,BAAI/bge-m3,1.0,l2,yes
36468,BAAI/bge-m3,1.0,cosine,yes
36469,BAAI/bge-m3,1.0,ip,yes
36470,BAAI/bge-m3,1.0,l2,yes
36471,BAAI/bge-m3,1.0,cosine,yes
36472,BAAI/bge-m3,1.0,ip,yes
36473,BAAI/bge-m3,1.0,l2,yes
36474,BAAI/bge-m3,1.0,cosine,yes
36475,BAAI/bge-m3,1.0,ip,yes
36476,BAAI/bge-m3,1.0,l2,yes
36477,BAAI/bge-m3,1.0,cosine,yes
36478,BAAI/bge-m3,1.0,ip,yes
36479,BAAI/bge-m3,1.0,l2,yes
36480,BAAI/bge-m3,0.8154648767857287,cosine,yes
36481,BAAI/bge-m3,0.8154648767857287,ip,yes
36482,BAAI/bge-m3,0.8154648767857287,l2,yes
36483,BAAI/bge-m3,0.5,cosine,yes
36484,BAAI/bge-m3,0.5,ip,yes
36485,BAAI/bge-m3,0.5,l2,yes
36486,BAAI/bge-m3,1.0,cosine,yes
36487,BAAI/bge-m3,1.0,ip,yes
36488,BAAI/bge-m3,1.0,l2,yes
36489,BAAI/bge-m3,1.0,cosine,yes
36490,BAAI/bge-m3,1.0,ip,yes
36491,BAAI/bge-m3,1.0,l2,yes
36492,BAAI/bge-m3,1.0,cosine,yes
36493,BAAI/bge-m3,1.0,ip,yes
36494,BAAI/bge-m3,1.0,l2,yes
36495,BAAI/bge-m3,1.0,cosine,yes
36496,BAAI/bge-m3,1.0,ip,yes
36497,BAAI/bge-m3,1.0,l2,yes
36498,BAAI/bge-m3,1.0,cosine,yes
36499,BAAI/bge-m3,1.0,ip,yes
36500,BAAI/bge-m3,1.0,l2,yes
36501,BAAI/bge-m3,1.0,cosine,yes
36502,BAAI/bge-m3,1.0,ip,yes
36503,BAAI/bge-m3,1.0,l2,yes
36504,BAAI/bge-m3,0.8154648767857287,cosine,yes
36505,BAAI/bge-m3,0.8154648767857287,ip,yes
36506,BAAI/bge-m3,0.8154648767857287,l2,yes
36507,BAAI/bge-m3,0.8154648767857287,cosine,yes
36508,BAAI/bge-m3,0.8154648767857287,ip,yes
36509,BAAI/bge-m3,0.8154648767857287,l2,yes
36510,BAAI/bge-m3,1.0,cosine,yes
36511,BAAI/bge-m3,1.0,ip,yes
36512,BAAI/bge-m3,1.0,l2,yes
36513,BAAI/bge-m3,0.8154648767857287,cosine,yes
36514,BAAI/bge-m3,0.8154648767857287,ip,yes
36515,BAAI/bge-m3,0.8154648767857287,l2,yes
36516,BAAI/bge-m3,0.7103099178571524,cosine,yes
36517,BAAI/bge-m3,0.7103099178571524,ip,yes
36518,BAAI/bge-m3,0.7103099178571524,l2,yes
36519,BAAI/bge-m3,1.0,cosine,yes
36520,BAAI/bge-m3,1.0,ip,yes
36521,BAAI/bge-m3,1.0,l2,yes
36522,BAAI/bge-m3,1.0,cosine,yes
36523,BAAI/bge-m3,1.0,ip,yes
36524,BAAI/bge-m3,1.0,l2,yes
36525,BAAI/bge-m3,0.8154648767857287,cosine,yes
36526,BAAI/bge-m3,0.8154648767857287,ip,yes
36527,BAAI/bge-m3,0.8154648767857287,l2,yes
36528,BAAI/bge-m3,0.46533827903669644,cosine,yes
36529,BAAI/bge-m3,0.46533827903669644,ip,yes
36530,BAAI/bge-m3,0.46533827903669644,l2,yes
36531,BAAI/bge-m3,1.0,cosine,yes
36532,BAAI/bge-m3,1.0,ip,yes
36533,BAAI/bge-m3,1.0,l2,yes
36534,BAAI/bge-m3,1.0,cosine,yes
36535,BAAI/bge-m3,1.0,ip,yes
36536,BAAI/bge-m3,1.0,l2,yes
36537,BAAI/bge-m3,1.0,cosine,yes
36538,BAAI/bge-m3,1.0,ip,yes
36539,BAAI/bge-m3,1.0,l2,yes
36540,BAAI/bge-m3,0.7103099178571524,cosine,yes
36541,BAAI/bge-m3,0.7103099178571524,ip,yes
36542,BAAI/bge-m3,0.7103099178571524,l2,yes
36543,BAAI/bge-m3,0.371529997171282,cosine,yes
36544,BAAI/bge-m3,0.371529997171282,ip,yes
36545,BAAI/bge-m3,0.371529997171282,l2,yes
36546,BAAI/bge-m3,1.0,cosine,yes
36547,BAAI/bge-m3,1.0,ip,yes
36548,BAAI/bge-m3,1.0,l2,yes
36549,BAAI/bge-m3,1.0,cosine,yes
36550,BAAI/bge-m3,1.0,ip,yes
36551,BAAI/bge-m3,1.0,l2,yes
36552,BAAI/bge-m3,0.8154648767857287,cosine,yes
36553,BAAI/bge-m3,0.8154648767857287,ip,yes
36554,BAAI/bge-m3,0.8154648767857287,l2,yes
36555,BAAI/bge-m3,0.8154648767857287,cosine,yes
36556,BAAI/bge-m3,0.8154648767857287,ip,yes
36557,BAAI/bge-m3,0.8154648767857287,l2,yes
36558,BAAI/bge-m3,1.0,cosine,yes
36559,BAAI/bge-m3,1.0,ip,yes
36560,BAAI/bge-m3,1.0,l2,yes
36561,BAAI/bge-m3,0.7103099178571524,cosine,yes
36562,BAAI/bge-m3,0.7103099178571524,ip,yes
36563,BAAI/bge-m3,0.7103099178571524,l2,yes
36564,BAAI/bge-m3,1.0,cosine,yes
36565,BAAI/bge-m3,1.0,ip,yes
36566,BAAI/bge-m3,1.0,l2,yes
36567,BAAI/bge-m3,1.0,cosine,yes
36568,BAAI/bge-m3,1.0,ip,yes
36569,BAAI/bge-m3,1.0,l2,yes
36570,BAAI/bge-m3,0.5,cosine,yes
36571,BAAI/bge-m3,0.5,ip,yes
36572,BAAI/bge-m3,0.5,l2,yes
36573,BAAI/bge-m3,1.0,cosine,yes
36574,BAAI/bge-m3,1.0,ip,yes
36575,BAAI/bge-m3,1.0,l2,yes
36576,BAAI/bge-m3,0.7103099178571524,cosine,yes
36577,BAAI/bge-m3,0.7103099178571524,ip,yes
36578,BAAI/bge-m3,0.7103099178571524,l2,yes
36579,BAAI/bge-m3,0.8154648767857287,cosine,yes
36580,BAAI/bge-m3,0.8154648767857287,ip,yes
36581,BAAI/bge-m3,0.8154648767857287,l2,yes
36582,BAAI/bge-m3,1.0,cosine,yes
36583,BAAI/bge-m3,1.0,ip,yes
36584,BAAI/bge-m3,1.0,l2,yes
36585,BAAI/bge-m3,1.0,cosine,yes
36586,BAAI/bge-m3,1.0,ip,yes
36587,BAAI/bge-m3,1.0,l2,yes
36588,BAAI/bge-m3,1.0,cosine,yes
36589,BAAI/bge-m3,1.0,ip,yes
36590,BAAI/bge-m3,1.0,l2,yes
36591,BAAI/bge-m3,1.0,cosine,yes
36592,BAAI/bge-m3,1.0,ip,yes
36593,BAAI/bge-m3,1.0,l2,yes
36594,BAAI/bge-m3,1.0,cosine,yes
36595,BAAI/bge-m3,1.0,ip,yes
36596,BAAI/bge-m3,1.0,l2,yes
36597,BAAI/bge-m3,0.8154648767857287,cosine,yes
36598,BAAI/bge-m3,0.8154648767857287,ip,yes
36599,BAAI/bge-m3,0.8154648767857287,l2,yes
36600,BAAI/bge-m3,1.0,cosine,yes
36601,BAAI/bge-m3,1.0,ip,yes
36602,BAAI/bge-m3,1.0,l2,yes
36603,BAAI/bge-m3,1.0,cosine,yes
36604,BAAI/bge-m3,1.0,ip,yes
36605,BAAI/bge-m3,1.0,l2,yes
36606,BAAI/bge-m3,0.8154648767857287,cosine,yes
36607,BAAI/bge-m3,0.8154648767857287,ip,yes
36608,BAAI/bge-m3,0.8154648767857287,l2,yes
36609,BAAI/bge-m3,0.8154648767857287,cosine,yes
36610,BAAI/bge-m3,0.8154648767857287,ip,yes
36611,BAAI/bge-m3,0.8154648767857287,l2,yes
36612,BAAI/bge-m3,1.0,cosine,yes
36613,BAAI/bge-m3,1.0,ip,yes
36614,BAAI/bge-m3,1.0,l2,yes
36615,BAAI/bge-m3,0.38685280723454163,cosine,yes
36616,BAAI/bge-m3,0.38685280723454163,ip,yes
36617,BAAI/bge-m3,0.38685280723454163,l2,yes
36618,BAAI/bge-m3,0.8154648767857287,cosine,yes
36619,BAAI/bge-m3,0.8154648767857287,ip,yes
36620,BAAI/bge-m3,0.8154648767857287,l2,yes
36621,BAAI/bge-m3,0.35620718710802235,cosine,yes
36622,BAAI/bge-m3,0.35620718710802235,ip,yes
36623,BAAI/bge-m3,0.35620718710802235,l2,yes
36624,BAAI/bge-m3,1.0,cosine,yes
36625,BAAI/bge-m3,1.0,ip,yes
36626,BAAI/bge-m3,1.0,l2,yes
36627,BAAI/bge-m3,1.0,cosine,yes
36628,BAAI/bge-m3,1.0,ip,yes
36629,BAAI/bge-m3,1.0,l2,yes
36630,BAAI/bge-m3,1.0,cosine,yes
36631,BAAI/bge-m3,1.0,ip,yes
36632,BAAI/bge-m3,1.0,l2,yes
36633,BAAI/bge-m3,1.0,cosine,yes
36634,BAAI/bge-m3,1.0,ip,yes
36635,BAAI/bge-m3,1.0,l2,yes
36636,BAAI/bge-m3,1.0,cosine,yes
36637,BAAI/bge-m3,1.0,ip,yes
36638,BAAI/bge-m3,1.0,l2,yes
36639,BAAI/bge-m3,0.8154648767857287,cosine,yes
36640,BAAI/bge-m3,0.8154648767857287,ip,yes
36641,BAAI/bge-m3,0.8154648767857287,l2,yes
36642,BAAI/bge-m3,0.6404015779112125,cosine,yes
36643,BAAI/bge-m3,0.6404015779112125,ip,yes
36644,BAAI/bge-m3,0.6404015779112125,l2,yes
36645,BAAI/bge-m3,1.0,cosine,yes
36646,BAAI/bge-m3,1.0,ip,yes
36647,BAAI/bge-m3,1.0,l2,yes
36648,BAAI/bge-m3,0.3154648767857289,cosine,yes
36649,BAAI/bge-m3,0.3154648767857289,ip,yes
36650,BAAI/bge-m3,0.3154648767857289,l2,yes
36651,BAAI/bge-m3,1.0,cosine,yes
36652,BAAI/bge-m3,1.0,ip,yes
36653,BAAI/bge-m3,1.0,l2,yes
36654,BAAI/bge-m3,0.8154648767857287,cosine,yes
36655,BAAI/bge-m3,0.8154648767857287,ip,yes
36656,BAAI/bge-m3,0.8154648767857287,l2,yes
36657,BAAI/bge-m3,0.0,cosine,yes
36658,BAAI/bge-m3,0.0,ip,yes
36659,BAAI/bge-m3,0.0,l2,yes
36660,BAAI/bge-m3,1.0,cosine,yes
36661,BAAI/bge-m3,1.0,ip,yes
36662,BAAI/bge-m3,1.0,l2,yes
36663,BAAI/bge-m3,1.0,cosine,yes
36664,BAAI/bge-m3,1.0,ip,yes
36665,BAAI/bge-m3,1.0,l2,yes
36666,BAAI/bge-m3,0.4306765580733929,cosine,yes
36667,BAAI/bge-m3,0.4306765580733929,ip,yes
36668,BAAI/bge-m3,0.4306765580733929,l2,yes
36669,BAAI/bge-m3,0.7103099178571524,cosine,yes
36670,BAAI/bge-m3,0.7103099178571524,ip,yes
36671,BAAI/bge-m3,0.7103099178571524,l2,yes
36672,BAAI/bge-m3,1.0,cosine,yes
36673,BAAI/bge-m3,1.0,ip,yes
36674,BAAI/bge-m3,1.0,l2,yes
36675,BAAI/bge-m3,1.0,cosine,yes
36676,BAAI/bge-m3,1.0,ip,yes
36677,BAAI/bge-m3,1.0,l2,yes
36678,BAAI/bge-m3,1.0,cosine,yes
36679,BAAI/bge-m3,1.0,ip,yes
36680,BAAI/bge-m3,1.0,l2,yes
36681,BAAI/bge-m3,1.0,cosine,yes
36682,BAAI/bge-m3,1.0,ip,yes
36683,BAAI/bge-m3,1.0,l2,yes
36684,BAAI/bge-m3,1.0,cosine,yes
36685,BAAI/bge-m3,1.0,ip,yes
36686,BAAI/bge-m3,1.0,l2,yes
36687,BAAI/bge-m3,0.5654648767857287,cosine,yes
36688,BAAI/bge-m3,0.5654648767857287,ip,yes
36689,BAAI/bge-m3,0.5654648767857287,l2,yes
36690,BAAI/bge-m3,0.371529997171282,cosine,yes
36691,BAAI/bge-m3,0.371529997171282,ip,yes
36692,BAAI/bge-m3,0.371529997171282,l2,yes
36693,BAAI/bge-m3,0.29504741099093423,cosine,yes
