,model,ndcg,metric,hybrid
10374,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10375,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10376,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10377,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
10378,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
10379,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
10380,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10381,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10382,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10383,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
10384,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
10385,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
10386,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10387,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10388,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10389,sentence-transformers/all-MiniLM-L6-v2,0.3447702602206779,cosine,yes
10390,sentence-transformers/all-MiniLM-L6-v2,0.3447702602206779,ip,yes
10391,sentence-transformers/all-MiniLM-L6-v2,0.3447702602206779,l2,yes
10392,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10393,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10394,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10395,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10396,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10397,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10398,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10399,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10400,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10401,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10402,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10403,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10404,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10405,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10406,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10407,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10408,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10409,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10410,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10411,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10412,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10413,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10414,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10415,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10416,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10417,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10418,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10419,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
10420,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
10421,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
10422,sentence-transformers/all-MiniLM-L6-v2,0.3587977758919658,cosine,yes
10423,sentence-transformers/all-MiniLM-L6-v2,0.3587977758919658,ip,yes
10424,sentence-transformers/all-MiniLM-L6-v2,0.3587977758919658,l2,yes
10425,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10426,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10427,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10428,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10429,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10430,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10431,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10432,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10433,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10434,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10435,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10436,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10437,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10438,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10439,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10440,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10441,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10442,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10443,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10444,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10445,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10446,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10447,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10448,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10449,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10450,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10451,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10452,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10453,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10454,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10455,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10456,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10457,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10458,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10459,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10460,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10461,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10462,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10463,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10464,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10465,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10466,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10467,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10468,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10469,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10470,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10471,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10472,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10473,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10474,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10475,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10476,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10477,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10478,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10479,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10480,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10481,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10482,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
10483,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
10484,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
10485,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10486,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10487,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10488,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10489,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10490,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10491,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10492,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10493,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10494,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
10495,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
10496,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
10497,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10498,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10499,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10500,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10501,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10502,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10503,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10504,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10505,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10506,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10507,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10508,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10509,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10510,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10511,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10512,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10513,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10514,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10515,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
10516,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
10517,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
10518,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10519,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10520,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10521,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10522,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10523,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10524,sentence-transformers/all-MiniLM-L6-v2,0.6404015779112125,cosine,yes
10525,sentence-transformers/all-MiniLM-L6-v2,0.6404015779112125,ip,yes
10526,sentence-transformers/all-MiniLM-L6-v2,0.6404015779112125,l2,yes
10527,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10528,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10529,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10530,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10531,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10532,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10533,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10534,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10535,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10536,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10537,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10538,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10539,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10540,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10541,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10542,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10543,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10544,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10545,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10546,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10547,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10548,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10549,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10550,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10551,sentence-transformers/all-MiniLM-L6-v2,0.4306765580733929,cosine,yes
10552,sentence-transformers/all-MiniLM-L6-v2,0.4306765580733929,ip,yes
10553,sentence-transformers/all-MiniLM-L6-v2,0.4306765580733929,l2,yes
10554,sentence-transformers/all-MiniLM-L6-v2,0.38685280723454163,cosine,yes
10555,sentence-transformers/all-MiniLM-L6-v2,0.38685280723454163,ip,yes
10556,sentence-transformers/all-MiniLM-L6-v2,0.38685280723454163,l2,yes
10557,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
10558,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
10559,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
10560,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10561,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10562,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10563,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
10564,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
10565,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
10566,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10567,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10568,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10569,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10570,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10571,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10572,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10573,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10574,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10575,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10576,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10577,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10578,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
10579,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
10580,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
10581,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10582,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10583,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10584,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10585,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10586,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10587,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10588,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10589,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10590,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10591,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10592,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10593,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10594,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10595,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10596,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10597,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10598,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10599,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10600,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10601,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10602,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10603,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10604,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10605,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10606,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10607,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10608,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10609,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10610,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10611,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10612,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10613,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10614,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10615,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10616,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10617,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10618,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10619,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10620,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10621,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10622,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10623,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10624,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10625,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10626,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10627,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10628,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10629,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10630,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10631,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10632,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10633,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10634,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10635,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10636,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10637,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10638,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10639,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10640,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10641,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10642,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10643,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10644,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10645,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10646,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10647,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
10648,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
10649,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
10650,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10651,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10652,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10653,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
10654,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
10655,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
10656,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
10657,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
10658,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
10659,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10660,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10661,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10662,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
10663,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
10664,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
10665,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10666,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10667,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10668,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10669,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10670,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10671,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
10672,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
10673,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
10674,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10675,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10676,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10677,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10678,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10679,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10680,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10681,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10682,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10683,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10684,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10685,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10686,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
10687,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
10688,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
10689,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10690,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10691,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10692,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10693,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10694,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10695,sentence-transformers/all-MiniLM-L6-v2,0.5654648767857287,cosine,yes
10696,sentence-transformers/all-MiniLM-L6-v2,0.5654648767857287,ip,yes
10697,sentence-transformers/all-MiniLM-L6-v2,0.5654648767857287,l2,yes
10698,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10699,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10700,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10701,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
10702,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
10703,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
10704,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10705,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10706,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10707,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10708,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10709,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10710,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10711,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10712,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10713,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10714,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10715,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10716,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10717,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10718,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10719,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10720,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10721,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10722,sentence-transformers/all-MiniLM-L6-v2,0.38685280723454163,cosine,yes
10723,sentence-transformers/all-MiniLM-L6-v2,0.38685280723454163,ip,yes
10724,sentence-transformers/all-MiniLM-L6-v2,0.38685280723454163,l2,yes
10725,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10726,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10727,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10728,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10729,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10730,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10731,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10732,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10733,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10734,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
10735,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
10736,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
10737,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
10738,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
10739,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
10740,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
10741,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
10742,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
